chr1	33051235	33051790	42127	555	100
chr1	33052124	33052151	2238	27	100
chr1	33052274	33052307	2342	33	100
chr1	33053105	33053410	19681	305	100
chr1	89561160	89561173	1826	13	100
chr1	89561295	89561773	35823	478	100
chr1	89747218	89747733	39110	515	100
chr1	89747867	89747871	1462	4	100
chr1	89748223	89749528	109868	1305	100
chr1	89749980	89750861	69796	881	100
chr1	89751097	89751882	63652	785	100
chr1	89752172	89752582	29640	410	100
chr10	74221093	74221185	4252	92	100
chr10	74221668	74221683	1920	15	100
chr11	3898574	3898595	2048	21	100
chr11	3898706	3898792	3845	86	100
chr11	3899540	3899594	3123	54	100
chr11	4001731	4001763	2222	32	100
chr11	4001853	4001971	4563	118	100
chr11	4002028	4002120	4217	92	100
chr11	4003065	4003334	16546	269	100
chr11	4003394	4003454	3068	60	100
chr11	4004436	4004718	17927	282	100
chr11	36551894	36554098	191798	2204	100
chr11	36554200	36557452	290792	3252	100
chr11	108262657	108262915	15781	258	100
chr11	108263293	108263415	4747	122	100
chr11	108263469	108263597	5061	128	100
chr11	108263654	108263756	3934	102	100
chr11	108263861	108263927	3224	66	100
chr11	108264044	108264082	2548	38	100
chr11	108264601	108265093	36559	492	100
chr11	108265531	108265930	29255	399	100
chr11	108358354	108358380	2156	26	100
chr11	108358515	108358551	2500	36	100
chr11	108359092	108359147	2998	55	100
chr11	108359226	108359259	2210	33	100
chr11	108360366	108360387	2018	21	100
chr11	108360732	108360733	1512	1	100
chr11	108360849	108360955	3988	106	100
chr11	108361019	108361374	23950	355	100
chr11	108361909	108362253	23374	344	100
chr11	108362503	108362542	2624	39	100
chr13	100319338	100319362	2042	24	100
chr15	76257628	76257681	3058	53	100
chr15	82193627	82193710	3922	83	100
chr15	82193809	82193872	3270	63	100
chr15	82201756	82201849	4024	93	100
chr15	82201944	82201985	2526	41	100
chr15	82242324	82243758	123702	1434	100
chr15	82250121	82250561	31752	440	100
chr16	30188630	30189075	33196	445	100
chr17	42219350	42219735	27770	385	100
chr17	42264717	42265112	28005	395	100
chr2	210507693	210507698	1518	5	100
chr2	210666224	210666326	3812	102	100
chr2	210666386	210666475	3976	89	100
chr2	216459640	216459661	2054	21	100
chr21	43053191	43055720	219646	2529	100
chr21	43055816	43056597	61942	781	100
chr21	43056696	43057237	41030	541	100
chr21	43057517	43059956	216272	2439	100
chr21	43060053	43061733	145406	1680	100
chr21	43061830	43063613	153250	1783	100
chr21	43063711	43065194	126114	1483	100
chr21	43065289	43066071	62922	782	100
chr21	43066303	43066769	34360	466	100
chr21	43067219	43067294	3556	75	100
chr21	43067393	43067728	22384	335	100
chr21	43067976	43068059	3670	83	100
chr21	43068149	43068238	3902	89	100
chr21	43068332	43068424	4360	92	100
chr21	43068532	43068563	2488	31	100
chr21	43068812	43070057	103110	1245	100
chr21	43070151	43070898	59832	747	100
chr21	43070969	43075908	441396	4939	100
chr21	43075999	43076781	62254	782	100
chr5	70049612	70052156	222730	2544	100
chr5	70052237	70052856	48534	619	100
chr5	70052927	70060210	651872	7283	100
chr5	70060310	70068335	713060	8025	100
chr5	70068411	70068730	20648	319	100
chr5	70068820	70070126	108424	1306	100
chr5	70070195	70071135	76434	940	100
chr5	70071233	70072838	139860	1605	100
chr5	70072936	70074566	141150	1630	100
chr5	70075118	70075447	22742	329	100
chr5	70076188	70076385	9627	197	100
chr5	70076862	70077204	23708	342	100
chr5	70077303	70077750	32826	447	100
chr5	70077928	70078521	46440	593	100
chr5	70925030	70927577	222516	2547	100
chr5	70927655	70928273	49274	618	100
chr5	70928353	70935634	649448	7281	100
chr5	70935729	70943759	716730	8030	100
chr5	70943835	70944153	20884	318	100
chr5	70944253	70945554	111084	1301	100
chr5	70945617	70946562	80020	945	100
chr5	70946654	70947101	33208	447	100
chr5	70947201	70948266	86740	1065	100
chr5	70948365	70949990	138636	1625	100
chr5	70950541	70950873	22798	332	100
chr5	70951553	70951808	15291	255	100
chr5	70952284	70952620	23748	336	100
chr5	70952727	70953164	32232	437	100
chr5	70953349	70953941	45843	592	100
chr5	71604774	71605054	17704	280	100
chr5	71606480	71606943	33868	463	100
chr5	71607012	71607065	3075	53	100
chr5	71607203	71607232	2391	29	100
chr5	71607357	71607433	3526	76	100
chr5	71607496	71607571	3643	75	100
chr5	71607990	71608552	41817	562	100
chr5	169665021	169665300	17022	279	100
chr5	169997471	169997484	1714	13	100
chr5	170004583	170004608	2180	25	100
chr5	170004717	170004810	4350	93	100
chr6	32040842	32040909	3361	67	100
chr6	32041006	32041067	3230	61	100
chr6	32041177	32041266	3964	89	100
chr6	32041374	32041407	2464	33	100
chr6	80139299	80139336	2414	37	100
chr7	117525323	117525835	38416	512	100
chr7	117525893	117525969	3627	76	100
chr7	117526313	117527972	143298	1659	100
chr7	117528086	117529193	93112	1107	100
chr7	117529249	117529351	3929	102	100
chr8	60760339	60760736	27672	397	100
chr9	320318	322382	178516	2064	100
chr9	380120	380468	23872	348	100
chr9	380557	380659	3962	102	100
chr9	380766	380791	2154	25	100
chrX	31184445	31184720	16895	275	100
chrX	31228017	31228067	2896	50	100
chrX	31511828	31511947	4663	119	100
chrX	31512285	31512593	20178	308	100
chrX	31513009	31513017	1699	8	100
chrX	31513096	31513232	5201	136	100
chrX	31513301	31513326	2107	25	100
chrX	31530748	31530750	1645	2	100
chrX	31530867	31531551	54019	684	100
chrX	31531823	31532110	17878	287	100
chrX	31532311	31535547	286168	3236	100
chrX	31749645	31749725	3750	80	100
chrX	31750231	31750265	2468	34	100
chrX	31750752	31750806	3056	54	100
chrX	31897426	31897773	23168	347	100
chrX	31898232	31898266	2456	34	100
chrX	32244412	32244569	6204	157	100
chrX	32244970	32245030	3129	60	100
chrX	32245434	32245899	35012	465	100
chrX	32245993	32246079	4034	86	100
chrX	32246172	32246282	4296	110	100
chrX	32246353	32246693	23371	340	100
chrX	32486651	32486669	2040	18	100
chrX	32486803	32486826	2148	23	100
chrX	32733774	32733805	2416	31	100
chrX	32733900	32733996	4096	96	100
chrX	32734080	32734127	2752	47	100
chrX	33304619	33304927	19626	308	100
chrX	33305004	33305072	3446	68	100
