chr11	36552099	36552121	1036	22	250
chr11	36552380	36552483	694	103	250
chr11	36553558	36553604	1179	46	250
chr11	36553852	36553908	344	56	250
chr11	36554638	36554863	2087	225	250
chr11	36555074	36556734	44279	1660	250
chr15	82242502	82243616	28692	1114	250
chr16	30188845	30189075	4232	230	250
chr21	43053191	43055584	70680	2393	250
chr21	43055963	43056462	6648	499	250
chr21	43057672	43059824	63036	2152	250
chr21	43060178	43061608	38062	1430	250
chr21	43061958	43063469	40988	1511	250
chr21	43063843	43065040	30572	1197	250
chr21	43065420	43065920	7738	500	250
chr21	43069035	43069932	20202	897	250
chr21	43070289	43070780	5812	491	250
chr21	43071089	43075755	147642	4666	250
chr21	43076150	43076614	5710	464	250
chr5	70049612	70052041	72184	2429	250
chr5	70053041	70060083	227658	7042	250
chr5	70060453	70068209	253895	7756	250
chr5	70068965	70070008	24018	1043	250
chr5	70070307	70070991	12940	684	250
chr5	70071901	70072684	16853	783	250
chr5	70073092	70074393	35584	1301	250
chr5	70078088	70078521	9047	433	250
chr5	70925030	70927450	74774	2420	250
chr5	70928487	70935489	229486	7002	250
chr5	70935862	70943624	253597	7762	250
chr5	70944391	70945440	24744	1049	250
chr5	70945737	70946415	12337	678	250
chr5	70947330	70948132	16838	802	250
chr5	70948492	70949805	35174	1313	250
chr5	70953493	70953941	8622	448	250
chr7	117526584	117527750	30161	1166	250
chrX	31532471	31532957	6210	486	250
chrX	31533301	31533780	6776	479	250
