chr1	33051288	33051774	21964	486	150
chr1	89561538	89561589	2183	51	150
chr1	89748321	89748327	1468	6	150
chr1	89748379	89748654	9544	275	150
chr1	89748994	89749358	14756	364	150
chr1	89750291	89750414	3677	123	150
chr1	89750530	89750655	3715	125	150
chr1	89751244	89751248	1378	4	150
chr1	89751419	89751490	2660	71	150
chr1	89752300	89752308	1398	8	150
chr11	36551972	36552587	30069	615	150
chr11	36552746	36552840	3185	94	150
chr11	36552911	36553101	4793	190	150
chr11	36553160	36553298	4049	138	150
chr11	36553386	36554081	34548	695	150
chr11	36554244	36557389	179501	3145	150
chr11	108264767	108264917	3867	150	150
chr15	82242400	82243674	69140	1274	150
chr15	82250202	82250516	11416	314	150
chr16	30188728	30189075	14376	347	150
chr17	42219412	42219691	10104	279	150
chr17	42264911	42264924	1472	13	150
chr21	43053191	43055676	136632	2485	150
chr21	43055856	43056562	34558	706	150
chr21	43056737	43057192	19506	455	150
chr21	43057577	43059913	130366	2336	150
chr21	43060101	43061691	84872	1590	150
chr21	43061880	43063564	92244	1684	150
chr21	43063746	43065148	75786	1402	150
chr21	43065328	43066021	33356	693	150
chr21	43066359	43066711	14308	352	150
chr21	43067433	43067447	1614	14	150
chr21	43068858	43070013	60780	1155	150
chr21	43070192	43070869	32430	677	150
chr21	43070991	43075864	275818	4873	150
chr21	43076037	43076740	36054	703	150
chr5	70049612	70052130	142094	2518	150
chr5	70052263	70052828	26736	565	150
chr5	70052955	70060170	411362	7215	150
chr5	70060351	70068306	462800	7955	150
chr5	70068871	70070101	65102	1230	150
chr5	70070219	70071084	44160	865	150
chr5	70071281	70071380	3162	99	150
chr5	70071518	70071632	3456	114	150
chr5	70071820	70072794	50042	974	150
chr5	70072984	70074483	81039	1499	150
chr5	70077095	70077166	2674	71	150
chr5	70077345	70077707	14250	362	150
chr5	70077980	70078521	25935	541	150
chr5	70925030	70927548	141486	2518	150
chr5	70927685	70928247	25882	562	150
chr5	70928380	70935584	414284	7204	150
chr5	70935779	70943732	459990	7953	150
chr5	70944292	70945533	65822	1241	150
chr5	70945642	70946517	44928	875	150
chr5	70946696	70947062	14280	366	150
chr5	70947237	70948221	50612	984	150
chr5	70948407	70949916	81834	1509	150
chr5	70952508	70952589	2806	81	150
chr5	70952758	70953111	14175	353	150
chr5	70953392	70953941	25493	549	150
chr5	71606720	71606807	2921	87	150
chr7	117525373	117525771	16324	398	150
chr7	117526396	117527914	83492	1518	150
chr7	117528753	117528960	5445	207	150
chr7	117529021	117529053	1928	32	150
chr9	320544	320643	3232	99	150
chr9	320835	322329	79396	1494	150
chr9	380340	380424	2890	84	150
chrX	31532381	31533101	34540	720	150
chrX	31533170	31533960	39387	790	150
chrX	31534050	31534726	32276	676	150
chrX	31534862	31534943	2820	81	150
chrX	31535064	31535496	18179	432	150
chrX	32246452	32246465	1516	13	150
