chr11	36552099	36552121	1388	22	250
chr11	36552380	36552483	2438	103	250
chr11	36553558	36553604	1735	46	250
chr11	36553852	36553908	1794	56	250
chr11	36554638	36554863	3663	225	250
chr11	36555074	36556734	51231	1660	250
chr15	82242502	82243616	31814	1114	250
chr16	30188845	30189075	4232	230	250
chr21	43053191	43055584	74678	2393	250
chr21	43055963	43056462	11510	499	250
chr21	43057672	43059824	67512	2152	250
chr21	43060178	43061608	43298	1430	250
chr21	43061958	43063469	45846	1511	250
chr21	43063843	43065040	35258	1197	250
chr21	43065420	43065920	11152	500	250
chr21	43069035	43069932	24304	897	250
chr21	43070289	43070780	11172	491	250
chr21	43071089	43075755	152096	4666	250
chr21	43076150	43076614	9938	464	250
chr5	70049612	70052041	76570	2429	250
chr5	70053041	70060083	232858	7042	250
chr5	70060453	70068209	258897	7756	250
chr5	70068965	70070008	29632	1043	250
chr5	70070307	70070991	17880	684	250
chr5	70071901	70072684	21151	783	250
chr5	70073092	70074393	39136	1301	250
chr5	70078088	70078521	9587	433	250
chr5	70925030	70927450	79106	2420	250
chr5	70928487	70935489	234308	7002	250
chr5	70935862	70943624	258505	7762	250
chr5	70944391	70945440	30162	1049	250
chr5	70945737	70946415	17280	678	250
chr5	70947330	70948132	21868	802	250
chr5	70948492	70949805	38596	1313	250
chr5	70953493	70953941	9276	448	250
chr7	117526584	117527750	34327	1166	250
chrX	31532471	31532957	10978	486	250
chrX	31533301	31533780	10806	479	250
