chr1	100186849	100196492	DBT
chr1	100210473	100211194	DBT
chr1	100214747	100215053	DBT
chr1	100230663	100230984	DBT
chr1	112921920	112922203	SLC16A1
chr1	112921920	112922462	SLC16A1
chr1	112955206	112956133	SLC16A1
chr1	112956769	112957083	SLC16A1
chr1	11785653	11790968	MTHFR
chr1	11785660	11790968	MTHFR
chr1	11785662	11790968	MTHFR
chr1	11791137	11791396	MTHFR
chr1	11792208	11792449	MTHFR
chr1	11793837	11794159	MTHFR
chr1	11794288	11794608	MTHFR
chr1	11794659	11795418	MTHFR
chr1	11795028	11795418	MTHFR
chr1	11795031	11795418	MTHFR
chr1	11802811	11803453	MTHFR
chr1	11802811	11803596	MTHFR
chr1	11802811	11804602	MTHFR
chr1	11803335	11803518	MTHFR
chr1	11803335	11803584	MTHFR
chr1	11803335	11803596	MTHFR
chr1	11803335	11803747	MTHFR
chr1	11803335	11804602	MTHFR
chr1	11803729	11804602	MTHFR
chr1	11804929	11805364	MTHFR
chr1	11805277	11806006	MTHFR
chr1	11805310	11805483	MTHFR
chr1	119755357	119755667	HMGCS2
chr1	119755418	119755667	HMGCS2
chr1	119757203	119757508	HMGCS2
chr1	167430570	167431083	CD247
chr1	167430570	167431816	CD247
chr1	167433950	167435504	CD247
chr1	167439274	167439470	CD247
chr1	167439274	167439691	CD247
chr1	167439274	167439710	CD247
chr1	167439803	167440837	CD247
chr1	167518338	167518680	CD247
chr1	198693948	198694210	PTPRC
chr1	198693948	198695241	PTPRC
chr1	198752179	198752441	PTPRC
chr1	198752285	198752842	PTPRC
chr1	198752524	198752842	PTPRC
chr1	236810433	236810665	MTR
chr1	236812668	236812914	MTR
chr1	236824049	236824289	MTR
chr1	236829119	236829338	MTR
chr1	236831896	236832148	MTR
chr1	236859763	236859992	MTR
chr1	236861055	236861347	MTR
chr1	236863384	236863624	MTR
chr1	236874656	236874916	MTR
chr1	236897488	236904051	MTR
chr1	23799296	23800822	GALE
chr1	23800238	23800593	GALE
chr1	23801815	23802634	HMGCL
chr1	23801817	23802634	HMGCL
chr1	23801840	23802634	HMGCL
chr1	23803518	23804595	HMGCL
chr1	23809217	23810869	HMGCL
chr1	23820440	23820663	HMGCL
chr1	23825286	23825472	HMGCL
chr1	23825286	23825486	HMGCL
chr1	23825286	23825497	HMGCL
chr1	23825286	23825498	HMGCL
chr1	23825286	23825529	HMGCL
chr1	23837994	23838690	HMGCL
chr1	32274667	32274888	LCK
chr1	32274667	32275072	LCK
chr1	32274667	32275148	LCK
chr1	32274667	32275153	LCK
chr1	32274667	32275325	LCK
chr1	33007870	33010903	AK2
chr1	33007914	33010903	AK2
chr1	33011378	33011780	AK2
chr1	33012974	33013472	AK2
chr1	33013137	33013472	AK2
chr1	33014295	33014664	AK2
chr1	33014413	33014664	AK2
chr1	33014452	33014664	AK2
chr1	33019613	33020231	AK2
chr1	33021523	33021760	AK2
chr1	33021523	33021773	AK2
chr1	33021537	33021773	AK2
chr1	33031474	33031731	AK2
chr1	33031556	33031731	AK2
chr1	33036666	33036910	AK2
chr1	33036666	33036914	AK2
chr1	33036666	33036929	AK2
chr1	33036666	33036938	AK2
chr1	33036666	33036940	AK2
chr1	33036666	33036947	AK2
chr1	33036666	33036956	AK2
chr1	33036666	33036972	AK2
chr1	33036666	33036981	AK2
chr1	33036666	33037062	AK2
chr1	33080129	33080381	AK2
chr1	33080851	33081066	AK2
chr1	45507286	45507620	MMACHC
chr1	45508726	45513452	MMACHC
chr1	45509905	45510575	MMACHC
chr1	53196359	53197165	CPT2
chr1	53196722	53197165	CPT2
chr1	53196730	53197165	CPT2
chr1	53196743	53197165	CPT2
chr1	53196750	53197165	CPT2
chr1	53196789	53197165	CPT2
chr1	53199707	53204385	CPT2
chr1	53200649	53200869	CPT2
chr1	53202253	53202499	CPT2
chr1	53202253	53202846	CPT2
chr1	53207405	53211615	CPT2
chr1	53209945	53211320	CPT2
chr1	53209945	53211389	CPT2
chr1	53209945	53211439	CPT2
chr1	75724277	75724887	ACADM
chr1	75724281	75724887	ACADM
chr1	75724621	75724887	ACADM
chr1	75724636	75724887	ACADM
chr1	75724639	75724887	ACADM
chr1	75724685	75724887	ACADM
chr1	75724691	75724887	ACADM
chr1	75724697	75724887	ACADM
chr1	75724710	75724887	ACADM
chr1	75728319	75728558	ACADM
chr1	75728331	75728558	ACADM
chr1	75745407	75745984	ACADM
chr1	75745736	75745984	ACADM
chr1	75750700	75750961	ACADM
chr1	89592701	89597918	LRRC8B
chr1	89592701	89597929	LRRC8B
chr1	89592701	89597934	LRRC8B
chr1	89712639	89719603	LRRC8C
chr1	89758787	89759010	LRRC8C
chr1	89761933	89764588	LRRC8C
chr1	89763475	89763763	LRRC8C
chr1	89768148	89769973	LRRC8C
chr1	89846510	89846728	LRRC8D
chr1	89932997	89933488	LRRC8D
chr1	89932997	89933503	LRRC8D
chr1	89932997	89933698	LRRC8D
chr1	89932997	89933962	LRRC8D
chr1	89932997	89936071	LRRC8D
chr1	89932997	89936681	LRRC8D
chr1	9688106	9688383	PIK3CD
chr1	9691397	9691641	PIK3CD
chr1	9710128	9710350	PIK3CD
chr1	9716889	9717178	PIK3CD
chr1	9718624	9718985	PIK3CD
chr1	9719851	9720087	PIK3CD
chr1	9720042	9720312	PIK3CD
chr1	9721055	9721213	PIK3CD
chr1	9721056	9721213	PIK3CD
chr1	9721057	9721318	PIK3CD
chr1	9721075	9721318	PIK3CD
chr1	9721691	9721930	PIK3CD
chr1	9721905	9722223	PIK3CD
chr1	9723899	9724162	PIK3CD
chr1	9724206	9724491	PIK3CD
chr1	9726839	9727297	PIK3CD
chr1	9726839	9727302	PIK3CD
chr1	9726839	9728989	PIK3CD
chr1	9726839	9729184	PIK3CD
chr10	102836995	102837484	CYP17A1
chr10	102836995	102837492	CYP17A1
chr10	102836995	102837542	CYP17A1
chr10	102836995	102837603	CYP17A1
chr10	123008909	123009137	ACADSB
chr10	123008946	123009141	ACADSB
chr10	123037677	123037917	ACADSB
chr10	14907809	14909400	DCLRE1C
chr10	14911120	14911392	DCLRE1C
chr10	14934310	14934590	DCLRE1C
chr10	14934375	14934590	DCLRE1C
chr10	14934633	14934845	DCLRE1C
chr10	14934653	14934845	DCLRE1C
chr10	14936468	14936663	DCLRE1C
chr10	14939740	14939939	DCLRE1C
chr10	14942044	14942310	DCLRE1C
chr10	14942044	14942505	DCLRE1C
chr10	14953832	14954502	DCLRE1C
chr10	70882210	70882555	PCBD1
chr10	70887783	70888324	PCBD1
chr10	70888461	70888854	PCBD1
chr10	71818961	71819181	PSAP
chr10	71818961	71819341	PSAP
chr10	71823818	71823966	PSAP
chr10	71834302	71834575	PSAP
chr10	71851112	71851395	PSAP
chr10	71851112	71851445	PSAP
chr10	74176419	74176956	ADK
chr10	74176616	74176956	ADK
chr10	74200694	74200908	ADK
chr10	74314597	74314815	ADK
chr10	74394071	74394383	ADK
chr10	74670113	74670339	ADK
chr10	96204462	96204686	BLNK
chr10	96204462	96204924	BLNK
chr10	96204527	96204686	BLNK
chr10	96215251	96215459	BLNK
chr11	108127816	108128049	ACAT1
chr11	108131837	108132024	ACAT1
chr11	108133750	108134007	ACAT1
chr11	108133824	108134007	ACAT1
chr11	108134151	108134314	ACAT1
chr11	108134151	108134386	ACAT1
chr11	108134151	108134518	ACAT1
chr11	108135072	108135311	ACAT1
chr11	108135072	108135312	ACAT1
chr11	108136000	108137009	ACAT1
chr11	108141535	108141770	ACAT1
chr11	108142367	108144016	ACAT1
chr11	108143913	108144217	ACAT1
chr11	108143913	108144291	ACAT1
chr11	108146051	108146429	ACAT1
chr11	108146132	108146429	ACAT1
chr11	108147200	108147658	ACAT1
chr11	108147200	108147846	ACAT1
chr11	108223033	108227766	ATM
chr11	108224008	108224206	ATM
chr11	108227525	108227766	ATM
chr11	108227529	108227766	ATM
chr11	108227706	108227958	ATM
chr11	108229108	108229342	ATM
chr11	108229108	108229393	ATM
chr11	108229108	108229432	ATM
chr11	108229108	108229433	ATM
chr11	108229108	108229434	ATM
chr11	108229108	108230982	ATM
chr11	108231418	108231664	ATM
chr11	108235600	108236604	ATM
chr11	108244718	108245096	ATM
chr11	108246894	108247197	ATM
chr11	108248863	108249172	ATM
chr11	108256145	108256410	ATM
chr11	108257411	108257676	ATM
chr11	108267101	108267412	ATM
chr11	108287108	108287785	ATM
chr11	108289532	108290737	ATM
chr11	108292549	108292863	ATM
chr11	108293243	108293547	ATM
chr11	108293315	108293547	ATM
chr11	108294857	108295129	ATM
chr11	108294857	108295440	ATM
chr11	108294857	108296066	ATM
chr11	108296904	108297452	ATM
chr11	108297217	108297452	ATM
chr11	108299410	108299955	ATM
chr11	108312341	108312568	ATM
chr11	108315753	108315964	ATM
chr11	108315753	108315981	ATM
chr11	108315941	108316183	ATM
chr11	108317303	108317537	ATM
chr11	108317303	108317591	ATM
chr11	108319884	108320128	ATM
chr11	108321231	108321490	ATM
chr11	108325240	108325614	ATM
chr11	108325988	108326295	ATM
chr11	108331374	108331627	ATM
chr11	108331809	108332107	ATM
chr11	108334899	108335179	ATM
chr11	108336114	108336478	ATM
chr11	112230196	112230752	PTS
chr11	112230329	112230752	PTS
chr11	112230556	112230752	PTS
chr11	118304475	118304846	CD3E
chr11	118339705	118339976	CD3D
chr11	118353049	118353852	CD3G
chr11	118353049	118353907	CD3G
chr11	118353049	118355231	CD3G
chr11	36567286	36567499	RAG1
chr11	36567955	36568192	RAG1
chr11	36573221	36576163	RAG1
chr11	36573221	36579826	RAG1
chr11	36575504	36576041	RAG2
chr11	3867978	3868344	STIM1
chr11	3903393	3903679	STIM1
chr11	3999532	3999757	STIM1
chr11	4023803	4024057	STIM1
chr11	4059211	4059426	STIM1
chr11	4059211	4059466	STIM1
chr11	4059211	4059473	STIM1
chr11	4069956	4070122	STIM1
chr11	4069956	4070134	STIM1
chr11	4069956	4070139	STIM1
chr11	4069956	4070273	STIM1
chr11	4074432	4074749	STIM1
chr11	4074449	4074749	STIM1
chr11	4083193	4083724	STIM1
chr11	68754819	68757800	CPT1A
chr11	68762557	68762831	CPT1A
chr11	68793245	68793472	CPT1A
chr11	68794734	68794981	CPT1A
chr11	68796786	68797003	CPT1A
chr11	68815264	68815557	CPT1A
chr11	68815264	68815573	CPT1A
chr11	68844075	68844480	CPT1A
chr12	102836815	102839288	PAH
chr12	102838254	102839288	PAH
chr12	102839017	102839288	PAH
chr12	102839019	102839288	PAH
chr12	102839139	102839288	PAH
chr12	102840330	102840585	PAH
chr12	102840443	102840585	PAH
chr12	102885975	102886312	PAH
chr12	109553667	109557206	MMAB
chr12	109556627	109557206	MMAB
chr12	109556633	109557206	MMAB
chr12	109556681	109557206	MMAB
chr12	109556684	109557206	MMAB
chr12	109560970	109561399	MMAB
chr12	109561173	109561399	MMAB
chr12	109561350	109561587	MMAB
chr12	109561614	109561922	MMAB
chr12	109569902	109570164	MMAB
chr12	109573277	109573650	MMAB
chr12	109573277	109573944	MMAB
chr12	120725665	120726001	ACADS
chr12	120725704	120726001	ACADS
chr12	120738750	120738985	ACADS
chr12	120739226	120739664	ACADS
chr12	120739226	120740078	ACADS
chr12	121839862	121840118	HPD
chr12	121843640	121843902	HPD
chr12	121846792	121847003	HPD
chr12	121849617	121850008	HPD
chr12	121858855	121859261	HPD
chr12	121863462	121863666	HPD
chr13	100149131	100149775	PCCA
chr13	100236411	100237567	PCCA
chr13	100307122	100307330	PCCA
chr13	100489898	100491887	PCCA
chr13	100530028	100530491	PCCA
chr13	100530028	100530502	PCCA
chr13	100530028	100530505	PCCA
chr13	100530028	100530507	PCCA
chr13	108207369	108211366	LIG4
chr13	108207376	108211286	LIG4
chr13	108207376	108211366	LIG4
chr13	40808368	40808540	SLC25A15
chr13	40808368	40808666	SLC25A15
chr14	20472238	20473270	PNP
chr14	20473314	20475322	PNP
chr14	74476122	74476662	NPC2
chr14	74484341	74484657	NPC2
chr14	74484345	74484657	NPC2
chr14	74493123	74493351	NPC2
chr14	74493123	74493361	NPC2
chr14	74493123	74493377	NPC2
chr14	74493123	74493407	NPC2
chr14	74493123	74493409	NPC2
chr14	74493123	74493417	NPC2
chr14	74493123	74493582	NPC2
chr14	74493500	74493678	NPC2
chr14	99169217	99176265	BCL11B
chr14	99173891	99176265	BCL11B
chr14	99231275	99231627	BCL11B
chr15	40407566	40407795	IVD
chr15	40407566	40407882	IVD
chr15	40416008	40416252	IVD
chr15	40435347	40436017	IVD
chr15	45376531	45378614	GATM
chr15	45378315	45378554	GATM
chr15	45378315	45378589	GATM
chr15	45378315	45378617	GATM
chr15	45378315	45378863	GATM
chr15	45396852	45397152	GATM
chr15	45396852	45397329	GATM
chr15	45396852	45397416	GATM
chr15	74344974	74345313	CYP11A1
chr15	74345045	74345313	CYP11A1
chr15	74345132	74345313	CYP11A1
chr15	74345141	74345360	CYP11A1
chr15	74359453	74359673	CYP11A1
chr15	74361305	74361853	CYP11A1
chr15	74365646	74366228	CYP11A1
chr15	74365646	74366248	CYP11A1
chr15	74365646	74366259	CYP11A1
chr15	74365646	74366276	CYP11A1
chr15	74367247	74367697	CYP11A1
chr15	74367247	74367716	CYP11A1
chr15	74367247	74367810	CYP11A1
chr15	76227643	76228319	ETFA
chr15	76292361	76292561	ETFA
chr15	76292361	76292583	ETFA
chr15	76292361	76292692	ETFA
chr15	76309862	76310134	ETFA
chr15	76311280	76311518	ETFA
chr15	76311280	76311536	ETFA
chr15	76311280	76311539	ETFA
chr15	76311280	76311542	ETFA
chr15	80152420	80152615	FAH
chr15	80155881	80158240	FAH
chr15	80156422	80158240	FAH
chr15	80167033	80167312	FAH
chr15	80186060	80187016	FAH
chr15	82163783	82164027	EFL1
chr15	82163783	82164054	EFL1
chr15	82214647	82214925	EFL1
chr15	82214713	82214925	EFL1
chr15	82215513	82215733	EFL1
chr15	82219582	82219888	EFL1
chr15	82220008	82220299	EFL1
chr15	82225095	82225334	EFL1
chr15	82227396	82227642	EFL1
chr15	82228964	82229180	EFL1
chr15	82233593	82233844	EFL1
chr15	82238237	82238591	EFL1
chr15	82238238	82238591	EFL1
chr15	82238384	82238591	EFL1
chr15	82240348	82240625	EFL1
chr15	82241200	82241473	EFL1
chr15	82252621	82252829	EFL1
chr15	82252621	82252845	EFL1
chr15	82259018	82259225	EFL1
chr15	82261618	82261867	EFL1
chr15	82261659	82261861	EFL1
chr16	28987496	28989659	LAT
chr16	30182757	30183083	CORO1A
chr16	30182917	30183203	CORO1A
chr16	30183352	30183795	CORO1A
chr16	30183444	30183703	CORO1A
chr16	30183535	30183795	CORO1A
chr16	30183539	30183795	CORO1A
chr16	30183547	30183795	CORO1A
chr16	30183549	30183795	CORO1A
chr16	30183551	30183795	CORO1A
chr16	30183755	30184031	CORO1A
chr16	30184678	30185034	CORO1A
chr16	30185139	30186790	CORO1A
chr16	30185862	30186790	CORO1A
chr16	30186528	30186790	CORO1A
chr16	30186612	30187293	CORO1A
chr16	30186746	30187008	CORO1A
chr16	30186746	30187015	CORO1A
chr16	30186746	30187202	CORO1A
chr16	30186746	30187293	CORO1A
chr16	30186969	30187153	CORO1A
chr16	30186969	30187203	CORO1A
chr16	30186969	30187237	CORO1A
chr16	30186969	30187293	CORO1A
chr16	30187312	30187564	CORO1A
chr16	30187312	30187571	CORO1A
chr16	30187312	30189145	CORO1A
chr16	30187655	30187899	CORO1A
chr16	30187872	30188157	CORO1A
chr16	30188005	30188319	CORO1A
chr16	30188122	30188319	CORO1A
chr16	30188291	30188642	CORO1A
chr16	30188291	30188646	CORO1A
chr16	30188790	30189034	CORO1A
chr16	30188790	30189104	CORO1A
chr16	30188790	30189145	CORO1A
chr16	30188790	30189146	CORO1A
chr16	31107737	31108215	BCKDK
chr16	31108224	31108549	BCKDK
chr16	31108379	31108549	BCKDK
chr16	31108414	31108836	BCKDK
chr16	31108864	31109488	BCKDK
chr16	31108977	31109473	BCKDK
chr16	31108977	31109488	BCKDK
chr16	31109050	31109488	BCKDK
chr16	31110331	31110569	BCKDK
chr16	31110331	31111289	BCKDK
chr16	31110618	31110792	BCKDK
chr16	31110618	31110831	BCKDK
chr16	31111799	31112097	BCKDK
chr16	31111799	31112637	BCKDK
chr16	31112051	31112603	BCKDK
chr16	31112051	31112636	BCKDK
chr16	31112051	31112637	BCKDK
chr16	31112051	31112861	BCKDK
chr16	31112127	31112524	BCKDK
chr16	67646116	67646317	CARMIL2
chr16	67646116	67646380	CARMIL2
chr16	67646356	67646587	CARMIL2
chr16	67646644	67646854	CARMIL2
chr16	67647776	67648028	CARMIL2
chr16	67647799	67648028	CARMIL2
chr16	67647982	67648199	CARMIL2
