chrX	153724798	153726236	ABCD1	0.2417079042553192
chrX	153725747	153726236	ABCD1	0.21573762162162166
chrX	153729162	153729967	ABCD1	0.404161125
chrX	153742917	153743141	ABCD1	0.22055049122807016
chrX	153743151	153743416	ABCD1	0.21683147368421052
chr1	75724277	75724887	ACADM	0.3322844222222221
chr1	75724281	75724887	ACADM	0.3322844222222221
chr1	75724621	75724887	ACADM	0.3435808636363637
chr1	75724636	75724887	ACADM	0.3435808636363637
chr1	75724639	75724887	ACADM	0.3435808636363637
chr1	75724685	75724887	ACADM	0.3435808636363637
chr1	75724691	75724887	ACADM	0.3435808636363637
chr1	75724697	75724887	ACADM	0.3435808636363637
chr1	75724710	75724887	ACADM	0.3435808636363637
chr1	75728319	75728558	ACADM	0.16918783333333334
chr1	75728331	75728558	ACADM	0.1845256363636364
chr1	75745407	75745984	ACADM	0.3
chr1	75745736	75745984	ACADM	0.3
chr1	75750700	75750961	ACADM	0.232340625
chr12	120725665	120726001	ACADS	0.08288189795918369
chr12	120725704	120726001	ACADS	0.13237563333333333
chr12	120738750	120738985	ACADS	0.29518870588235296
chr12	120739226	120740078	ACADS	0.3462572083333333
chr12	120739226	120739664	ACADS	0.24845599999999998
chr10	123008909	123009137	ACADSB	0.12464307692307693
chr10	123008946	123009141	ACADSB	0.14728918181818182
chr10	123037677	123037917	ACADSB	0.1881747083333333
chr17	7219736	7220116	ACADVL	0.17235594545454547
chr17	7219774	7220267	ACADVL	0.22532186363636364
chr17	7219790	7220116	ACADVL	0.17235594545454547
chr17	7219793	7220116	ACADVL	0.17235594545454547
chr17	7219808	7220116	ACADVL	0.17235594545454547
chr17	7219825	7220116	ACADVL	0.17235594545454547
chr17	7219833	7220116	ACADVL	0.17235594545454547
chr17	7219838	7220116	ACADVL	0.17235594545454547
chr17	7219856	7220267	ACADVL	0.22532186363636364
chr17	7219868	7220116	ACADVL	0.17235594545454547
chr17	7219878	7220116	ACADVL	0.17235594545454547
chr17	7220052	7220267	ACADVL	0.24807905
chr17	7220052	7220746	ACADVL	0.24807905
chr17	7220122	7220746	ACADVL	0.4391666000000001
chr17	7222570	7223307	ACADVL	0.09644205769230772
chr17	7222597	7222935	ACADVL	0.16386935849056605
chr17	7222597	7222892	ACADVL	0.10673641025641026
chr17	7222597	7223307	ACADVL	0.09644205769230772
chr17	7222690	7222935	ACADVL	0.16386935849056605
chr17	7222778	7223307	ACADVL	0.10339414444444446
chr17	7222962	7223307	ACADVL	0.02637054901960785
chr17	7223037	7223307	ACADVL	0.02637054901960785
chr17	7223063	7223307	ACADVL	0.02637054901960785
chr17	7223128	7223307	ACADVL	0.02637054901960785
chr17	7223149	7223307	ACADVL	0.02637054901960785
