chr1	9651675	39.800000000000004
chr1	9651825	40.709459459459474
chr1	9651975	42.19729729729728
chr1	9687975	40.671621621621604
chr1	9688125	42.173648648648665
chr1	9688275	41.03513513513515
chr1	9688425	41.50202702702702
chr1	9691275	40.065540540540525
chr1	9691425	40.534459459459484
chr1	9691575	42.25472972972972
chr1	9691725	41.11013513513513
chr1	9691875	38.38040540540542
chr1	9692025	38.75202702702702
chr1	9710025	39.27837837837835
chr1	9710175	38.475675675675646
chr1	9710325	40.12364864864864
chr1	9710475	40.89256756756758
chr1	9710625	39.33175675675676
chr1	9710775	39.60540540540541
chr1	9715425	42.314189189189186
chr1	9715575	42.51824324324325
chr1	9715725	40.120270270270254
chr1	9715875	39.2189189189189
chr1	9716025	40.10743243243242
chr1	9716175	41.77229729729732
chr1	9716325	39.858783783783785
chr1	9716475	38.29797297297298
chr1	9716625	39.38783783783783
chr1	9716775	38.3804054054054
chr1	9716925	38.7472972972973
chr1	9717075	39.565540540540546
chr1	9717225	40.10337837837837
chr1	9717375	39.20337837837838
chr1	9717525	39.43986486486488
chr1	9717675	39.40135135135135
chr1	9717825	39.44594594594594
chr1	9718575	41.93716216216219
chr1	9718725	42.9777027027027
chr1	9718875	43.219594594594575
chr1	9719025	41.96351351351351
chr1	9719775	40.02094594594596
chr1	9719925	40.3141891891892
chr1	9720075	39.410135135135114
chr1	9720225	40.08445945945946
chr1	9720375	38.93716216216217
chr1	9720525	37.92567567567567
chr1	9720675	37.897297297297285
chr1	9720825	39.27702702702703
chr1	9720975	40.71756756756756
chr1	9721125	40.70743243243244
chr1	9721275	41.233783783783785
chr1	9721425	39.722297297297295
chr1	9721575	40.86148648648648
chr1	9721725	41.20472972972972
chr1	9721875	40.00878378378379
chr1	9722025	38.25675675675677
chr1	9722175	37.9108108108108
chr1	9722325	38.500675675675694
chr1	9722475	39.743918918918894
chr1	9722625	39.653378378378356
chr1	9722775	38.653378378378385
chr1	9722925	39.718918918918895
chr1	9723075	39.52837837837839
chr1	9723225	41.70270270270271
chr1	9723375	41.389189189189175
chr1	9723825	39.168918918918905
chr1	9723975	40.02162162162163
chr1	9724125	41.60810810810815
chr1	9724275	43.443918918918925
chr1	9724425	41.80067567567568
chr1	9724575	42.28986486486485
chr1	9724725	41.66351351351351
chr1	9724875	39.65540540540541
chr1	9725025	39.8277027027027
chr1	9726825	40.68378378378378
chr1	9726975	40.990540540540536
chr1	9727125	41.28918918918919
chr1	9727275	39.718243243243236
chr1	9727425	40.45405405405407
chr1	9727575	42.081081081081095
chr1	9727725	41.67027027027027
chr1	9727875	39.608108108108105
chr1	9728025	38.5006756756757
chr1	9728175	40.153378378378385
chr1	9728325	41.20472972972975
chr1	9728475	40.44864864864864
chr1	9728625	41.41486486486485
chr1	9728775	42.75135135135135
chr1	9728925	41.685135135135106
chr1	9729075	39.344247787610605
chr1	9729225	nan
chr1	11785575	nan
chr1	11785725	40.07763157894738
chr1	11785875	40.22702702702702
chr1	11786025	40.02094594594594
chr1	11786175	40.596621621621644
chr1	11786325	41.690540540540546
chr1	11786475	41.14256756756756
chr1	11786625	42.43040540540541
chr1	11786775	44.25202702702701
chr1	11786925	43.853378378378395
chr1	11787075	39.00878378378378
chr1	11787225	39.09864864864864
chr1	11787375	40.52905405405404
chr1	11787525	42.535135135135164
chr1	11787675	40.59729729729731
chr1	11787825	40.435810810810814
chr1	11787975	41.20540540540542
chr1	11788125	40.00135135135136
chr1	11788275	39.39189189189188
chr1	11788425	41.3108108108108
chr1	11788575	40.529729729729745
chr1	11788725	42.110135135135124
